4000 30000
466 1401 880324
1820 3629 783911
832 1446 558172
912 1325 247051
1028 2240 919316
1879 2310 754850
476 2438 149134
664 3929 392044
2545 3654 739460
326 2849 722412
249 1833 830877
2157 3878 557048
1061 2420 766494
592 2385 591757
3765 3995 497997
1643 3311 756658
432 2513 937133
361 3999 678149
14 44 348693
691 3504 675541
2268 2523 268142
1031 1145 168371
2194 3451 41431
394 1040 460167
389 797 451931
51 3146 645574
2564 3804 730357
1290 2562 334717
2957 3439 743082
484 2813 219773
377 1080 46295
519 2225 135678
770 890 239128
2161 2673 463873
2841 3309 24261
2455 2772 388664
698 2610 279227
3056 3899 394140
2125 3689 125449
172 1208 696261
549 1333 345340
1419 3980 419916
2661 3658 477037
1333 3138 799549
173 3012 462858
3273 3297 997664
3937 3994 644273
3401 3516 372524
1526 2009 344212
3085 3458 940736
71 417 837636
396 1763 819406
54 2032 538066
3191 3421 551399
2202 2971 835923
1827 1829 327219
2115 3845 703565
118 1983 178965
343 642 120842
152 1207 755926
222 2295 820342
283 2336 876738
367 3689 577143
140 1756 160685
1507 3110 91239
1290 1430 393065
1002 1134 487531
567 1603 137513
2597 3532 769855
375 3803 26358
301 2449 570579
996 2731 296915
1734 2419 141633
526 3229 581772
2032 3914 933233
3153 3814 142522
570 815 240007
102 1381 353610
1264 1967 372206
175 1990 156360
2533 2643 646808
1465 3638 197538
1723 2380 144308
365 951 508834
864 2490 358865
369 3723 46678
938 2598 415844
1391 2605 137224
567 3358 422488
773 3532 908829
1485 2416 319471
293 3880 991108
2183 2611 833182
2492 3328 390132
1817 3326 855348
1539 2543 320068
136 1574 661005
1418 3093 398396
2643 3659 186105
784 1483 793988
2268 2312 248403
2136 2561 152635
743 1244 287245
2779 3586 826572
911 2911 868740
611 1806 314279
679 3379 854766
796 2037 730210
433 3790 777869
1624 2890 402652
288 878 277271
1633 2423 532183
18 2268 881278
1866 2796 468863
59 790 320126
669 1531 793931
162 1700 969661
2928 3736 230456
520 1139 262598
3360 3761 972221
638 2364 300860
2622 3635 535282
890 3819 699300
1097 2755 142447
2312 3896 738505
1426 2438 375526
721 1587 373577
515 2382 393664
1191 2005 834183
1716 3789 430295
79 362 426932
65 1223 621553
857 3883 166794
509 1331 349900
2957 3643 513796
1814 2432 527221
1340 3153 220808
1534 3269 965674
933 2724 492030
2864 3468 577745
1763 3226 658175
695 800 494239
2008 2601 134474
1395 2517 460156
1825 3648 940150
1444 3638 894582
665 1330 633734
598 1825 643619
1531 3499 638343
1350 3881 913206
1978 3113 956783
153 159 69934
2393 2759 787942
506 1219 326458
153 1375 860634
1526 1596 96271
460 2612 441600
789 2194 786550
287 2165 8432
508 520 457781
2067 2497 564893
2650 3202 273052
1137 1394 720162
1431 2964 73019
241 338 165171
875 2215 543118
1146 2674 734082
1219 3099 958870
2001 3384 699508
243 2433 448027
566 2661 814876
1460 1863 425525
2864 3351 323270
781 3378 126233
398 1021 810922
1569 2247 317489
1040 3744 24162
2842 3122 113733
1194 2344 713468
1852 3978 461710
544 2232 304371
1108 2355 714585
1218 2985 245935
947 2255 202715
840 1344 944087
114 3265 814333
304 1603 426076
2118 3777 737270
2120 3851 50815
323 1671 858793
2554 3733 135336
104 3661 961690
2645 2689 127259
976 1251 352205
43 2442 225901
130 2556 397165
158 2815 925468
1244 2275 577596
2477 2866 279715
499 1681 764037
232 474 478591
162 335 754603
2204 3376 17600
703 1463 590850
746 2021 633292
274 1227 472199
394 1439 392356
1637 2907 966983
503 854 309811
570 2534 134310
959 3360 418541
3521 3550 983227
1725 2506 542954
106 3539 343657
1911 3308 104402
952 2184 801980
1151 3622 734373
1860 2880 844009
843 3734 417214
303 3006 955748
1262 1316 351107
209 1163 254979
20 3437 112703
125 2743 84242
2400 3433 554504
384 3154 716688
1487 1887 484309
3746 3860 815541
222 588 255274
1436 3945 115929
1261 1536 161542
643 1821 387056
1609 3975 547076
352 678 659200
1272 3103 346984
2609 3777 243720
95 817 821606
1478 3954 989351
527 1019 230290
294 1963 854234
575 3498 511846
493 2117 621667
467 1173 683275
249 1496 755978
3120 3802 667081
2786 3248 553689
64 2858 734135
816 1541 910088
2167 2912 474615
809 3557 844929
131 3396 976778
2247 3594 221270
1261 3771 866088
20 889 23936
173 867 779055
300 3310 202302
2168 2341 526717
476 2983 236609
1502 2917 663872
1532 2662 547428
2057 2813 519558
1651 3591 258156
862 3263 633927
503 3302 710298
1722 3238 146470
2021 2645 805779
714 1299 448298
16 1189 895633
105 978 653486
850 1988 952147
279 1152 678556
189 743 344558
1956 2698 88172
977 1257 592675
847 3627 130396
2097 3843 884768
228 1142 409481
879 1509 955022
512 2486 431478
1998 3688 313466
318 2497 994969
858 1405 903711
1963 3555 293666
531 2136 547275
157 2811 688473
1559 2605 496315
2327 3185 689456
161 415 827317
926 3183 630154
2661 3275 761841
479 2123 802510
3449 3528 755368
1490 3512 911274
1179 3977 387805
806 2787 444313
345 1631 227270
1946 3024 58806
3184 3755 387220
2718 3424 624497
1578 1730 424123
2209 3772 738245
2009 2282 761772
1520 1650 355614
925 3050 91590
207 1082 78729
1747 1837 447425
135 1369 598800
175 3889 425983
3312 3747 433052
244 1241 18782
367 1012 529342
2965 3294 443350
737 1295 697221
703 2219 68271
646 3652 652829
1751 3375 106666
3119 3152 958800
1953 3646 415040
288 3392 302703
1341 3636 768295
354 475 57307
1817 3318 488600
407 1519 333894
1109 2740 504465
2106 3363 904468
193 1480 978218
984 2859 469337
2011 2936 952982
1403 3575 816373
458 1267 200360
753 1741 12714
2060 3557 24383
1427 3012 480789
167 1259 253898
2076 3529 468003
2544 3721 201835
763 2931 419170
1293 2452 202457
3047 3434 494031
159 3504 759650
609 872 985390
1938 3020 733299
2032 2321 446725
3111 3642 339243
1361 1717 962772
612 1364 2844
1374 3551 49775
3073 3825 611419
1530 3610 586466
121 3914 310321
992 3564 34929
954 2929 333949
1249 2605 212332
359 1683 3973
926 1719 246041
3435 3698 326652
2895 3337 740378
1022 2410 956554
291 441 928164
204 3259 20636
1581 3767 401627
862 1073 632907
29 3163 222507
1711 3495 134866
2989 3820 172936
1861 3038 804722
866 1932 748411
1596 2953 423172
2150 3394 31462
2666 3004 100018
584 3302 872136
1281 1798 333208
960 2188 249237
455 696 583299
626 3914 158287
1202 2839 453325
2277 3704 987608
1299 3040 294561
2564 3800 18306
2378 2818 745309
2119 2396 302245
2533 3752 724042
93 2291 861001
1682 3338 441807
1334 3603 470433
805 3621 709271
1298 3433 1326
907 2472 86976
1387 3820 922775
2126 3764 469592
2160 3787 748063
1044 2032 676166
1136 2074 370456
3170 3428 569794
503 1235 925396
20 123 126552
1291 1773 977984
2969 3031 260807
1945 2850 914545
1073 1327 454309
1113 3017 12820
3432 3497 945863
1570 3598 619350
1349 2055 282519
201 2584 35021
1597 2603 551496
246 502 285268
2838 3214 256650
1511 3646 243851
2543 2583 265177
852 1951 98641
1383 1672 530137
980 3887 800059
3238 3386 769407
1757 3586 879990
779 1183 634945
627 2036 743542
873 2247 207107
870 2897 112617
2748 3413 415551
264 277 101854
1936 2918 403236
1408 1822 28567
1411 1467 831953
2874 3168 899538
298 3217 673072
1276 2514 279107
2056 3522 728332
1515 2418 765201
1517 2133 820613
1793 2036 348877
1062 3890 879164
2469 3478 357337
46 3935 402748
351 2809 814267
2377 3889 626916
890 1314 392191
773 3297 911712
811 1105 958481
2659 3295 259997
1331 3272 597789
149 1572 103202
1050 3665 273671
1095 1355 425605
103 1445 844765
1685 2722 411141
1990 3350 792382
475 2181 215678
1931 2245 920841
589 726 504135
723 3861 897465
361 2864 235389
378 2066 888438
1732 3737 401532
1695 2186 639328
907 2812 501364
1954 2896 660714
1428 2688 945540
2367 3672 51470
397 3208 776411
1471 3695 908271
686 1161 344983
902 2751 449360
1340 2840 611443
886 3224 717628
2552 3697 614886
2002 3916 930133
690 982 55560
2522 3408 935583
2345 2967 12331
2661 2756 545801
173 3379 166486
714 1074 977589
2075 2413 736428
1636 1870 417665
539 3499 833361
807 2385 427363
519 2140 508404
431 1014 775811
15 3358 183129
346 2465 201789
1843 2500 761962
986 2556 615387
982 2575 134152
2852 3355 719787
1020 2702 560678
1086 2734 641836
1956 2449 623975
2387 2853 968988
2753 3016 244697
2145 3098 711161
286 1597 793003
2600 2935 867911
1861 1988 385244
140 1568 956447
279 2939 299148
1309 1672 544586
120 3145 106541
3121 3324 73279
461 2691 380383
835 1159 523833
320 1121 49429
1676 3720 672715
1587 2059 338576
2550 3183 332495
2829 3631 39433
489 2779 809105
3365 3634 101576
2259 3106 425252
3566 3890 555942
274 1076 193129
107 1748 22249
1888 3423 354320
1361 2604 804731
543 1532 991280
173 2027 666460
1812 3304 390949
3020 3269 806582
846 1278 570039
1520 2450 133956
1793 2392 743032
1899 3521 624779
2122 3786 88553
795 2741 485913
624 1526 234807
1158 3002 775332
814 3619 406635
82 2568 706006
1279 1502 263636
3541 3728 669155
1849 2120 302947
881 1992 205197
466 2012 425334
1260 2565 152427
478 3137 725050
294 3286 992052
2618 3912 509217
1605 2831 569298
684 3611 306577
576 3247 662656
754 2425 677127
3305 3701 543119
1250 1669 315584
233 2585 865195
1063 3012 480331
414 700 668624
818 3669 612888
1273 2035 187718
1235 3686 748754
834 2615 833329
1271 1587 91753
1640 2399 267058
1870 2889 16726
1806 1825 429310
1188 3001 474372
1954 3332 419423
2771 3956 7091
806 1196 676715
491 1267 134302
2021 3105 127135
727 3350 357073
3104 3125 127064
1346 2514 642305
3151 3592 328129
902 2151 369669
1482 3627 975622
1790 3402 654392
2494 2985 431549
251 3561 876391
1863 2623 811847
1350 1973 900574
1428 2424 336050
1488 3941 661396
3793 3884 708546
275 1137 342697
1115 1944 560530
517 1918 514319
310 3010 849656
212 2922 754258
603 785 976881
451 2486 867205
909 1377 632
1427 2749 676924
2823 2893 912807
3519 3722 170295
1814 2419 407410
3301 3731 559926
393 1973 151287
604 3629 858208
1558 2239 331344
2008 3472 697830
3029 3736 831090
13 1163 858190
337 937 905083
410 2096 848953
392 2828 26767
154 2481 446849
80 453 247241
433 3367 892196
1927 3023 741754
1272 2495 124113
1875 3102 939849
1888 2544 41363
735 3176 573699
1624 2170 794461
2367 3123 497288
2242 2520 308120
1092 2599 708572
333 2317 97356
243 530 712379
1514 2284 563225
967 2397 517099
2598 3511 607338
245 3961 994514
2013 2414 140489
474 1888 182855
130 2114 561726
1221 2235 804324
1553 3159 610992
516 2434 807234
895 1069 757100
120 3818 642066
1571 2415 809576
910 2376 634172
740 3776 504585
265 1213 818825
3120 3678 570954
1198 1912 724174
1423 1874 42078
866 1938 900512
452 2832 73932
1552 3303 653749
873 3971 96164
1547 2134 958891
72 1909 331982
1009 2173 493546
1644 3834 457223
2788 2841 47487
714 2962 972909
1393 1931 847198
2257 2383 866381
189 3934 593683
1939 3904 578907
1803 2455 913041
1698 1874 106949
1680 2882 817474
3068 3578 711117
801 1855 382310
640 1169 635375
1549 2561 81306
747 817 43688
1357 3128 795973
1163 3647 463877
423 2453 406031
150 1464 740256
765 2181 487489
1758 2591 466556
2061 2911 248411
371 3550 589931
1451 3746 500491
1404 2549 429659
1092 2029 935015
1418 3191 186662
1295 3613 797114
1428 3678 241616
2545 3934 852148
1135 3423 122258
1980 3547 509168
2743 3917 93069
15 674 846871
1517 1770 101420
2862 3176 239448
631 2543 370990
1557 1925 74955
1954 3024 264382
640 1887 595278
1140 1661 852413
3398 3992 295959
918 2734 308228
1988 3407 524594
859 1275 26363
450 2631 373576
2079 3345 362206
901 1422 972482
377 3924 610435
915 1111 532673
390 2055 226686
1155 1452 642677
1466 2722 545411
709 2046 41169
1919 2640 630444
550 1356 259245
2932 2980 862589
401 1491 143490
1129 2325 931765
1113 2240 952680
2138 2629 574734
135 824 436537
1600 3502 47258
1265 3646 16318
2434 2637 190589
1230 3992 671490
476 3276 698469
1118 3417 675222
2907 3442 676702
554 2673 450941
2692 3705 625921
2791 3867 54055
3368 3680 64007
632 2939 447652
3418 3609 278640
647 2550 66984
1122 2040 186259
862 891 547728
84 3797 91169
786 2821 976075
80 2525 735118
1667 2001 594984
409 1347 198352
416 637 123335
245 420 894752
2795 3060 659399
1186 2396 192872
655 2047 357762
735 2482 813911
3268 3905 976731
332 3699 831608
1699 3450 469626
2459 2786 810972
1138 2874 935608
826 3645 376205
3057 3578 323351
1452 2977 448536
202 2459 966583
1964 3193 69064
227 3097 432683
1311 3780 508381
1271 3229 438432
2015 2897 276890
1870 3504 604116
329 1478 867760
259 2035 862816
1386 3235 656268
2275 3788 950726
1210 2104 293918
2330 2626 293367
3310 3640 441498
43 910 440727
2475 3807 435093
2028 3718 622948
3505 3834 611277
1892 3946 327535
2763 3629 431121
1903 3383 114909
2461 3112 253012
731 1738 175693
1399 2450 343333
1793 3949 136594
620 1028 992400
121 337 754427
522 3069 358284
467 2698 696527
2585 3581 576155
2059 3315 962058
968 1775 853521
2332 2506 319610
1307 2377 309360
1255 1710 331153
2282 2305 339772
2402 3057 612108
1823 1837 784981
121 872 209799
648 3457 749380
803 1515 92694
2834 3213 706821
1087 1517 369326
1049 3893 438984
1955 2410 808239
611 1563 950520
1335 3667 817274
1503 1795 31448
1975 2776 204319
575 2974 179775
129 2307 421641
3002 3341 528474
779 2175 302342
1828 3853 402587
237 2837 172541
2151 3076 265151
1949 3485 189169
1631 3223 699024
406 2671 152998
1332 3342 763972
3118 3639 108100
1111 2992 663792
1166 1938 800923
280 1018 322750
2867 3854 571338
3282 3760 361488
911 1230 549324
804 2433 746954
1457 3826 255711
2807 3167 769042
2636 2779 69032
3231 3747 732023
1684 3376 497540
299 2315 734909
1534 3401 883115
1293 3091 266748
931 2556 319977
988 2255 892780
1561 2796 532957
1272 1602 412123
733 2666 742759
315 3699 462857
74 3690 100892
340 1967 475558
92 876 473091
343 3182 782384
464 3091 701291
2718 3068 902630
200 278 85425
1157 1901 919026
567 1633 683758
265 744 4073
690 3601 60114
845 2656 652806
403 3532 621249
226 1847 536783
583 3317 277246
1874 2736 391964
504 2936 660593
444 1929 338846
1307 2428 679412
1418 3171 784028
1843 3123 384717
1957 3967 495373
722 3115 367256
365 2568 883481
1148 3150 310797
1375 2394 485533
1878 2710 816820
158 3656 837615
1464 2502 960043
1914 2881 959565
1075 1942 782688
3011 3384 46654
2384 2498 259727
1992 3214 862294
361 1474 185795
623 3107 415169
1816 2508 969398
1823 3680 417555
324 1296 711371
1691 2589 534603
882 1256 407678
296 3893 907061
2628 2951 685558
620 3030 397124
1325 2445 29484
3067 3120 408942
1927 2642 411110
40 1606 212932
1596 3253 153256
967 1295 944196
2903 3922 337078
3198 3600 749322
2500 2661 159949
572 1530 968920
1696 2854 59716
2325 3532 743135
475 966 21061
1006 3585 743018
869 2953 230271
271 2477 991917
192 2674 954819
104 3792 418017
1426 2804 460868
1727 3727 310397
1774 3000 861602
1306 2716 783927
1851 2132 525244
2068 2912 538601
1931 2936 757905
554 1765 378175
438 471 966719
541 3643 414862
1660 2318 629665
44 2528 845744
1278 3395 427517
2111 2880 437174
3159 3961 767305
756 2873 345372
1155 3357 900660
1263 1708 586424
2530 3790 863213
2172 2509 68105
183 1371 950422
3063 3389 702817
340 1133 294212
650 3571 300674
1825 2730 432634
1482 3485 743858
3193 3207 977364
219 807 363423
597 2643 893953
2208 3105 556476
828 2313 252659
216 1087 959721
1700 3904 504412
2468 2701 231982
525 3142 959063
129 2359 210899
1565 3987 526092
1704 1783 178898
777 1127 547494
2984 3080 114951
1296 3909 296130
568 2382 204345
641 2637 718044
1405 1457 781096
950 1739 281621
803 1078 52331
1417 3702 405895
2146 3120 792029
246 1045 797157
891 3678 768140
194 3586 805787
324 505 860520
1021 1497 151508
2901 3417 972964
514 639 141914
1793 2135 607343
1495 2818 596759
1065 3992 120230
1036 1094 508476
2279 2603 204505
2472 2743 248442
882 2796 892946
168 1402 130442
910 3585 465342
98 2227 162332
141 2584 664125
1401 3836 697971
948 2465 789962
1178 3910 118998
2006 2512 781628
1606 2511 860099
2487 2953 683246
240 251 455414
1149 2693 927350
387 3727 847447
2720 3867 530030
55 2845 27430
816 1002 261894
2179 3130 58155
185 2128 697018
108 3047 946623
560 2352 645461
158 2602 137700
1295 3924 91200
2033 3274 478927
752 2721 959145
751 3948 139199
181 1115 132200
245 2427 58379
934 2724 458915
1952 2832 21961
575 3743 512312
2036 3900 822914
3736 3824 600560
3097 3289 310592
1818 2216 631696
1361 2920 711643
561 3453 281110
1113 1879 97354
3165 3844 828429
1116 2759 739612
1073 1691 207354
78 1385 431254
166 651 383077
1563 3454 506525
508 1669 132694
204 3381 791614
199 293 543418
1309 1406 617296
1249 3015 620460
360 3797 249928
1432 3409 419618
2764 3168 324047
171 2370 68212
1733 1799 776017
324 2240 893685
1371 2795 929418
1337 2994 989710
654 755 239467
21 2403 220716
3216 3817 425075
1144 3577 874506
1114 2340 114025
1061 1161 450195
1374 2859 999928
1391 3535 106519
905 3429 401666
1199 2593 80659
2909 3347 973664
1749 2377 178036
964 3445 5852
872 2459 745781
3572 3730 572472
733 1755 433533
2458 3951 228391
200 231 496277
3102 3980 337181
768 1178 91773
439 1779 303471
3167 3796 73220
1832 2963 570535
37 3834 528994
1818 3563 884565
1669 2290 477649
1971 3823 860106
567 2553 840658
844 2007 796637
2378 2774 690167
905 2151 994605
700 1975 465771
2531 3195 840733
2082 2919 60918
736 3076 832
3026 3994 290852
1643 3200 864823
118 2102 271727
962 2760 101733
3339 3749 756507
1841 1916 865763
873 3815 370462
2996 3361 481344
81 1443 204263
870 999 284998
863 2183 812375
1036 2506 219927
959 1859 736044
70 1586 373357
3672 3818 952695
531 2086 114888
2294 2958 647054
756 1954 138767
2386 2452 644209
3067 3385 725078
66 1919 782293
793 2954 777150
1072 1164 86108
1117 3102 66177
2474 2773 513994
3303 3522 636079
1596 2762 943389
1816 2703 901694
583 1506 868079
573 1144 419815
990 2575 557734
868 1782 89039
2018 2854 362203
126 322 165304
2303 3147 600076
649 2668 455730
1081 1429 565325
822 3597 848379
531 2516 269884
1675 2947 550456
249 2763 491445
849 1116 421579
1888 3133 560784
91 3610 645105
1747 2264 564251
1823 3264 787271
344 1553 429051
1165 3230 136647
32 3609 565178
1846 2979 875204
302 2093 275452
100 2941 580919
1180 1679 52403
1271 2463 776012
3369 3920 334275
523 1192 757538
3096 3794 198234
846 2678 599750
1845 2286 863782
483 3023 891112
785 2227 101556
884 2031 52848
2914 2950 834027
1728 3353 323649
1647 3717 687018
2344 2521 40561
235 2315 323656
2469 3512 134333
1356 2571 320971
731 2705 153453
1817 3309 698589
1692 3725 447824
573 641 822737
346 2601 416816
62 2602 842462
1620 2758 212983
2181 2992 315649
1812 2190 63160
382 875 624867
1846 3087 49597
1255 3652 245258
980 2593 970949
1552 2418 323941
504 1507 840286
2324 3106 328700
725 1138 123457
2473 3258 498448
1447 2122 168259
1634 2321 248992
519 2502 88078
451 522 609333
2061 3114 430664
1010 1883 88567
1304 3390 417071
1590 2065 256176
2642 3202 809252
2027 2099 600509
148 899 986307
1510 2134 100980
987 2503 781850
1789 2581 698723
266 3850 33836
1211 3282 784071
2514 3850 255812
456 921 865876
1449 3449 489429
1548 2701 339455
2798 3563 247955
308 1870 278088
3162 3202 87426
1052 2094 209214
2712 3775 405063
1964 1993 678626
1842 2035 837491
2199 3114 721946
75 562 693395
1856 3615 875294
1664 3177 282443
1398 1619 83102
59 600 526263
1651 3485 216357
699 1778 279068
2115 3741 661412
741 2127 419254
325 2232 2367
531 751 183281
2278 2606 254895
621 1924 850423
367 2239 439820
2649 3470 640419
2085 2133 750422
2794 3184 952199
1298 2214 312291
2390 3627 98417
973 3233 599093
1503 1952 680195
132 1233 831152
480 2055 907773
2422 2903 674363
2243 2724 409012
327 3143 715496
1917 3473 286679
1686 2116 560328
1312 2407 215069
544 1176 572042
621 2496 385896
80 816 350028
560 3969 372434
3462 3742 702855
2105 2185 973449
1680 3469 194128
2966 3596 97600
1997 2064 479285
822 2326 516949
1395 2350 113492
1789 2970 820339
138 3686 820771
106 2066 853330
199 2500 801143
1708 2655 587680
2476 3157 853359
1285 1441 381306
2885 3437 607369
2114 2523 876543
3472 3861 770892
1316 1649 922213
1656 1686 494350
2427 3751 834807
109 2603 851357
662 1252 218364
932 3818 344839
1455 2643 946279
302 691 342067
23 3213 576181
566 3036 380041
352 3810 842041
2007 2024 831727
374 785 731829
1245 3534 398431
2496 2891 567092
1255 3780 211262
2422 2446 525068
725 3075 89758
3098 3145 417323
3663 3678 508358
71 3473 992709
1848 2112 207067
1839 2221 972203
2021 2106 141447
452 997 32295
2603 3897 716074
1049 3511 78847
579 2125 501922
1269 2689 625371
12 1298 809385
723 1368 341209
1432 3480 143056
852 1670 225629
1055 3690 423734
494 2855 105082
742 3150 971685
604 3576 884733
1534 2423 306857
222 697 96478
586 2068 829775
1660 3454 919495
663 3443 174974
72 294 976995
1701 1701 24685
555 1435 265530
56 2518 750271
2555 3631 239226
2053 3288 224759
2497 3102 829332
1169 3327 953917
974 1455 655928
950 1989 895371
276 2060 395664
1271 3760 161716
1546 2308 302270
415 3838 882325
2461 2969 617955
1687 2608 104360
1457 2446 843461
1135 3779 976981
2048 2589 797955
1977 3890 680295
165 1348 734354
1364 1436 218465
3081 3743 556362
1703 3933 336777
381 2393 564097
80 2336 123057
2877 3048 836865
2861 3007 801999
1055 3843 880940
2150 3383 993181
1082 2445 797346
799 2797 303133
1877 3616 535227
3932 3978 759159
312 1107 757904
1205 2999 254335
614 2047 473211
907 1479 760218
1101 3830 585624
770 3250 89006
1694 1952 198439
2844 3650 793235
2459 3135 551464
2362 2789 775395
1874 3895 863706
1451 3778 950704
2064 2113 657102
3676 3894 826361
3724 3894 435461
845 1518 798711
2876 3148 596404
1315 3149 595600
2283 2551 982058
645 2367 344846
1762 2870 20741
1468 2647 606543
524 1111 192607
786 1979 164852
340 1032 292575
2901 3801 5772
2129 2512 264919
3269 3443 416420
2345 2869 730702
711 1279 259346
2126 2824 310567
643 3219 93213
1167 2114 410675
2721 3497 703461
3836 3926 280844
853 3988 695744
2625 2852 69872
2120 3897 601667
317 1340 84363
2970 3019 69426
1447 2718 332249
665 1285 252892
2851 3131 298410
1526 1851 125906
1339 2128 78093
2183 2981 74080
1605 2280 428931
504 1853 255402
2171 2521 632741
1540 2887 575711
313 609 429157
562 2245 730174
1447 1806 85304
216 2973 203506
663 2474 765986
567 3198 548966
1829 2648 590922
2332 3931 156775
855 3334 695647
427 3741 389186
53 490 562146
966 2000 8743
174 2772 822189
1830 3339 929513
1688 2165 34176
2731 3674 449725
992 1730 355553
267 1661 337884
1346 1394 31090
1041 1772 486830
2262 2580 807234
261 726 808200
786 1469 775323
2967 3659 7013
1006 1172 629177
1032 3700 236260
1425 2023 902341
1330 2289 56353
3567 3682 953698
723 2657 259822
1488 3302 34083
379 1074 254695
1274 1848 135480
949 1858 794446
315 3381 951451
1844 3081 372482
857 2104 122857
798 2187 793497
1151 2105 541179
761 3202 94253
2600 3024 841906
1459 3674 346284
154 1299 132483
2600 3986 22692
2432 2914 430073
757 2235 421505
3070 3213 446713
362 2279 861251
1512 3776 519355
1065 1307 452116
440 3560 179067
1818 2250 991092
455 2755 212743
938 2740 619342
1171 3631 250607
2056 3758 219363
3179 3913 310927
1457 2626 911288
1232 3878 593152
2539 3233 826568
2450 3701 871360
620 3121 761609
1074 2213 268364
2011 2956 527103
1993 2650 848626
400 1257 700735
312 973 455913
3290 3900 753369
3167 3541 902952
693 2751 445842
2452 3613 476292
1572 2973 385263
136 583 486336
1299 3092 944698
402 1741 783043
1380 3350 431442
322 2115 344106
573 2028 451395
113 3749 614561
1157 2702 869311
544 770 184114
94 836 738037
676 2451 522173
787 2326 265616
1486 3080 587708
459 529 739057
323 2574 455378
429 953 80303
702 3824 492415
2737 3403 833924
401 3946 898693
515 1134 107138
2905 3584 671814
371 1078 926491
2208 2694 365570
2736 2754 354029
1812 3058 108954
1542 3839 569906
14 1845 522959
2613 2751 838361
537 3503 994659
369 3582 468144
2720 3273 644079
350 2886 492449
1378 3395 507008
2501 2948 438095
312 1329 233505
2205 2283 237343
50 542 417356
3014 3853 904458
2567 3550 567960
1578 3483 108329
1722 2202 263601
1440 1801 72303
2603 3169 800049
1611 2116 34549
59 3797 31212
1564 2431 245417
2907 3324 757466
615 3177 92479
1426 2095 84380
1386 3672 631862
1393 2067 358415
1669 3193 452206
2147 2324 323374
2373 3758 853842
1275 3816 397638
487 1731 96420
989 1904 3744
1603 3722 675272
553 3028 949366
766 933 337037
1147 2832 306429
852 3915 17973
121 3175 964120
1900 3496 168229
1338 3174 68396
3328 3660 898126
1916 3748 411114
1637 3844 541068
2190 3116 192448
482 3474 933213
621 1519 388044
535 3948 336896
1007 2274 368422
502 2394 766321
2191 2623 597846
1870 3371 377858
1497 1970 868125
963 1813 309761
929 2031 344302
1410 2479 539776
44 3281 560748
89 3580 765634
1337 1853 606640
246 2111 923494
785 3220 53684
2590 2631 943906
438 841 657875
966 1752 715687
3080 3783 308967
2613 3382 354377
2657 3510 738009
610 3097 733588
785 2244 875441
1237 2895 644038
31 731 207610
2767 3014 634551
2673 3854 822989
820 900 216740
251 588 356874
1555 3632 435839
284 3494 386847
103 2645 114295
234 2699 471431
287 3675 826677
65 1017 462708
135 3675 493721
2227 2808 297574
1568 3707 258745
646 2308 686995
2553 3535 442979
3188 3726 582824
1833 2925 667278
1220 2066 978328
651 2092 122614
2156 3328 539982
1831 2036 284117
57 109 298924
1624 1684 274982
283 781 927980
129 169 566884
246 3460 546071
2636 3170 636255
741 1914 54672
595 1391 676763
1071 3209 179271
3106 3192 253453
3309 3567 17509
1250 2585 843484
1919 2382 948118
2251 2862 204639
1135 2673 565236
1308 3559 900406
3222 3814 357146
2487 3816 406889
3376 3602 359959
2567 2873 195416
326 2227 406982
811 2187 808583
2023 3082 658965
1332 2494 194178
2467 3485 340851
721 2377 198158
1479 2190 949731
1028 2626 573898
630 1867 193274
1826 3502 864192
180 1242 870771
225 2366 995581
741 1160 579014
477 3234 516346
2656 2718 407164
3507 3790 797540
1269 2017 840081
246 3749 73109
1999 2112 689738
3625 3937 385591
1530 3818 414122
2106 2589 792840
2522 3266 881580
1889 3742 661165
2397 2587 819882
2103 2255 472023
272 3995 485291
76 372 249536
1537 2370 171647
1995 3275 127935
1219 2164 797465
1104 3341 103570
181 3977 854835
1865 2113 226577
803 3278 929325
2905 3512 787580
2899 3536 32203
827 2975 96574
511 2716 587295
138 2363 697641
1708 2651 291804
116 1400 273259
1581 3686 637588
45 2522 447452
1451 3323 768255
2776 2834 7159
2356 2369 994410
2911 3548 537384
2263 3485 258246
977 2781 846735
422 3627 688442
579 3742 230194
2190 3780 715774
2301 3778 92170
103 3583 471492
190 2878 706326
1586 3701 785046
496 2111 676593
3847 3981 663207
2094 3113 916536
1181 3886 564514
816 1976 404608
170 3358 540387
296 3135 343039
466 2717 39141
2906 3959 558018
2607 2637 719955
1069 3683 524451
629 916 100783
188 3361 36247
541 724 512132
1591 2868 369300
2199 3037 364657
2586 3684 135791
150 1977 162860
460 1118 214117
3096 3488 813075
3130 3444 954144
110 3895 691059
298 1030 314771
1277 1373 155663
1761 2963 418531
1513 3061 849919
70 450 165603
214 2426 457752
3074 3543 714211
1543 3383 157658
2619 2826 56787
1115 3072 637249
101 526 45898
1729 3297 199270
2960 3489 694585
1843 2550 420097
2971 3763 432547
1366 3184 591324
2609 3118 419219
152 1681 990601
3122 3339 541778
236 478 597201
1113 2079 741301
409 3977 43029
3248 3720 530869
1915 2185 57770
1677 2634 504741
3042 3533 523924
2511 2858 310885
543 2077 47036
233 1030 94509
1062 3160 891096
361 3141 644208
2014 3117 184968
1395 2716 669039
264 900 514953
2035 3534 88981
2776 3066 40374
2275 3052 343236
703 2289 711778
